gpu,num_nodes,num_gpus_per_node,dtype,size(kb),time(us)
V100-PCIE-16GB,2,1,half,65536,39068.0
V100-PCIE-16GB,2,1,half,131072,70189.0
V100-PCIE-16GB,2,1,half,262144,142482.0
V100-PCIE-16GB,2,2,half,1,283.0
V100-PCIE-16GB,2,2,half,2,285.0
V100-PCIE-16GB,2,2,half,4,319.0
V100-PCIE-16GB,2,2,half,8,327.0
V100-PCIE-16GB,2,2,half,16,324.0
V100-PCIE-16GB,2,2,half,32,443.0
V100-PCIE-16GB,2,2,half,64,507.0
V100-PCIE-16GB,2,2,half,128,552.0
V100-PCIE-16GB,2,2,half,256,737.0
V100-PCIE-16GB,2,2,half,512,1076.0
V100-PCIE-16GB,2,2,half,1024,2046.0
V100-PCIE-16GB,2,2,half,2048,3223.0
V100-PCIE-16GB,2,2,half,4096,4739.0
V100-PCIE-16GB,2,2,half,8192,7708.0
V100-PCIE-16GB,2,2,half,16384,12693.0
V100-PCIE-16GB,2,2,half,32768,22563.0
V100-PCIE-16GB,2,2,half,65536,51399.0
V100-PCIE-16GB,2,2,half,131072,97115.0
V100-PCIE-16GB,2,2,half,262144,184407.0
V100-PCIE-16GB,2,4,half,1,456.0
V100-PCIE-16GB,2,4,half,2,464.0
V100-PCIE-16GB,2,4,half,4,416.0
V100-PCIE-16GB,2,4,half,8,491.0
V100-PCIE-16GB,2,4,half,16,521.0
V100-PCIE-16GB,2,4,half,32,598.0
V100-PCIE-16GB,2,4,half,64,834.0
V100-PCIE-16GB,2,4,half,128,846.0
V100-PCIE-16GB,2,4,half,256,1327.0
V100-PCIE-16GB,2,4,half,512,2181.0
V100-PCIE-16GB,2,4,half,1024,1977.0
V100-PCIE-16GB,2,4,half,2048,3112.0
V100-PCIE-16GB,2,4,half,4096,5366.0
V100-PCIE-16GB,2,4,half,8192,8936.0
V100-PCIE-16GB,2,4,half,16384,14026.0
V100-PCIE-16GB,2,4,half,32768,26815.0
V100-PCIE-16GB,2,4,half,65536,55587.0
V100-PCIE-16GB,2,4,half,131072,95940.0
V100-PCIE-16GB,2,4,half,262144,192598.0
V100-PCIE-16GB,4,4,half,1,1046.0
V100-PCIE-16GB,4,4,half,2,1086.0
V100-PCIE-16GB,4,4,half,4,1039.0
V100-PCIE-16GB,4,4,half,8,1043.0
V100-PCIE-16GB,4,4,half,16,1175.0
V100-PCIE-16GB,4,4,half,32,1195.0
V100-PCIE-16GB,4,4,half,64,1268.0
V100-PCIE-16GB,4,4,half,128,1865.0
V100-PCIE-16GB,4,4,half,256,2420.0
V100-PCIE-16GB,4,4,half,512,4303.0
V100-PCIE-16GB,4,4,half,1024,4875.0
V100-PCIE-16GB,4,4,half,2048,4278.0
V100-PCIE-16GB,4,4,half,4096,6681.0
V100-PCIE-16GB,4,4,half,8192,14854.0
V100-PCIE-16GB,4,4,half,16384,22912.0
V100-PCIE-16GB,4,4,half,32768,34735.0
V100-PCIE-16GB,4,4,half,65536,60947.0
V100-PCIE-16GB,4,4,half,131072,142340.0
V100-PCIE-16GB,4,4,half,262144,302047.0
V100-PCIE-16GB,4,2,half,1,764.0
V100-PCIE-16GB,4,2,half,2,807.0
V100-PCIE-16GB,4,2,half,4,814.0
V100-PCIE-16GB,4,2,half,8,781.0
V100-PCIE-16GB,4,2,half,16,896.0
V100-PCIE-16GB,4,2,half,32,1724.0
V100-PCIE-16GB,4,2,half,64,2104.0
V100-PCIE-16GB,4,2,half,128,2203.0
V100-PCIE-16GB,4,2,half,256,2667.0
V100-PCIE-16GB,4,2,half,512,3059.0
V100-PCIE-16GB,4,2,half,1024,4667.0
V100-PCIE-16GB,4,2,half,2048,7182.0
V100-PCIE-16GB,4,2,half,4096,10561.0
V100-PCIE-16GB,4,2,half,8192,16027.0
V100-PCIE-16GB,4,2,half,16384,28294.0
V100-PCIE-16GB,4,2,half,32768,46587.0
V100-PCIE-16GB,4,2,half,65536,58984.0
V100-PCIE-16GB,4,2,half,131072,146883.0
V100-PCIE-16GB,4,2,half,262144,298235.0
V100-PCIE-16GB,4,1,half,1,881.0
V100-PCIE-16GB,4,1,half,2,756.0
V100-PCIE-16GB,4,1,half,4,771.0
V100-PCIE-16GB,4,1,half,8,754.0
V100-PCIE-16GB,4,1,half,16,911.0
V100-PCIE-16GB,4,1,half,32,1028.0
V100-PCIE-16GB,4,1,half,64,1208.0
V100-PCIE-16GB,4,1,half,128,1353.0
V100-PCIE-16GB,4,1,half,256,1742.0
V100-PCIE-16GB,4,1,half,512,2106.0
V100-PCIE-16GB,4,1,half,1024,3804.0
V100-PCIE-16GB,4,1,half,2048,4638.0
V100-PCIE-16GB,4,1,half,4096,7314.0
V100-PCIE-16GB,4,1,half,8192,14022.0
V100-PCIE-16GB,4,1,half,16384,16086.0
V100-PCIE-16GB,4,1,half,32768,34890.0
V100-PCIE-16GB,4,1,half,65536,70619.0
V100-PCIE-16GB,4,1,half,131072,129611.0
V100-PCIE-16GB,4,1,half,262144,245883.0
