gpu,num_nodes,num_gpus_per_node,dtype,size(kb),time(us)
V100-PCIE-16GB,2,2,half,1024,2425
V100-PCIE-16GB,2,2,half,2048,3875
V100-PCIE-16GB,2,2,half,4096,5752
V100-PCIE-16GB,2,2,half,8192,9426
V100-PCIE-16GB,2,2,half,16384,18718
V100-PCIE-16GB,2,2,half,32768,35123
V100-PCIE-16GB,2,2,half,65536,59288
V100-PCIE-16GB,2,2,half,131072,112559
V100-PCIE-16GB,2,2,half,262144,210484
V100-PCIE-16GB,2,1,half,1,141
V100-PCIE-16GB,2,1,half,2,139
V100-PCIE-16GB,2,1,half,4,164
V100-PCIE-16GB,2,1,half,8,188
V100-PCIE-16GB,2,1,half,16,192
V100-PCIE-16GB,2,1,half,32,234
V100-PCIE-16GB,2,1,half,64,298
V100-PCIE-16GB,2,1,half,128,361
V100-PCIE-16GB,2,1,half,256,465
V100-PCIE-16GB,2,1,half,512,845
V100-PCIE-16GB,2,1,half,1024,1188
V100-PCIE-16GB,2,1,half,2048,1686
V100-PCIE-16GB,2,1,half,4096,2611
V100-PCIE-16GB,2,1,half,8192,4440
V100-PCIE-16GB,2,1,half,16384,7933
V100-PCIE-16GB,2,1,half,32768,15292
V100-PCIE-16GB,2,1,half,65536,38920
V100-PCIE-16GB,2,1,half,131072,60604
V100-PCIE-16GB,2,1,half,262144,116613
V100-PCIE-16GB,4,4,half,1,1619
V100-PCIE-16GB,4,4,half,2,1686
V100-PCIE-16GB,4,4,half,4,1623
V100-PCIE-16GB,4,4,half,8,1628
V100-PCIE-16GB,4,4,half,16,1685
V100-PCIE-16GB,4,4,half,32,1840
V100-PCIE-16GB,4,4,half,64,2083
V100-PCIE-16GB,4,4,half,128,2022
V100-PCIE-16GB,4,4,half,256,3423
V100-PCIE-16GB,4,4,half,512,3941
V100-PCIE-16GB,4,4,half,1024,6192
V100-PCIE-16GB,4,4,half,2048,9356
V100-PCIE-16GB,4,4,half,4096,15967
V100-PCIE-16GB,4,4,half,8192,39679
V100-PCIE-16GB,4,4,half,16384,112335
V100-PCIE-16GB,4,4,half,32768,225389
V100-PCIE-16GB,4,4,half,65536,295915
V100-PCIE-16GB,4,4,half,131072,440977
V100-PCIE-16GB,4,4,half,262144,806708
V100-PCIE-16GB,4,2,half,1,527
V100-PCIE-16GB,4,2,half,2,531
V100-PCIE-16GB,4,2,half,4,518
V100-PCIE-16GB,4,2,half,8,572
V100-PCIE-16GB,4,2,half,16,574
V100-PCIE-16GB,4,2,half,32,597
V100-PCIE-16GB,4,2,half,64,696
V100-PCIE-16GB,4,2,half,128,1056
V100-PCIE-16GB,4,2,half,256,1247
V100-PCIE-16GB,4,2,half,512,1840
V100-PCIE-16GB,4,2,half,1024,2490
V100-PCIE-16GB,4,2,half,2048,4589
V100-PCIE-16GB,4,2,half,4096,7512
V100-PCIE-16GB,4,2,half,8192,11079
V100-PCIE-16GB,4,2,half,16384,19653
V100-PCIE-16GB,4,2,half,32768,49158
V100-PCIE-16GB,4,2,half,65536,86071
V100-PCIE-16GB,4,2,half,131072,145080
V100-PCIE-16GB,4,2,half,262144,281720
V100-PCIE-16GB,4,1,half,1,192
V100-PCIE-16GB,4,1,half,2,203
V100-PCIE-16GB,4,1,half,4,216
V100-PCIE-16GB,4,1,half,8,224
V100-PCIE-16GB,4,1,half,16,235
V100-PCIE-16GB,4,1,half,32,268
V100-PCIE-16GB,4,1,half,64,369
V100-PCIE-16GB,4,1,half,128,475
V100-PCIE-16GB,4,1,half,256,657
V100-PCIE-16GB,4,1,half,512,1050
V100-PCIE-16GB,4,1,half,1024,1384
V100-PCIE-16GB,4,1,half,2048,2061
V100-PCIE-16GB,4,1,half,4096,3217
V100-PCIE-16GB,4,1,half,8192,5856
V100-PCIE-16GB,4,1,half,16384,9872
V100-PCIE-16GB,4,1,half,32768,18414
V100-PCIE-16GB,4,1,half,65536,38993
V100-PCIE-16GB,4,1,half,131072,68694
V100-PCIE-16GB,4,1,half,262144,130120
