gpu,num_nodes,num_gpus_per_node,dtype,size(kb),time(us)
H100-SXM-80GB,1,8,half,0,15
H100-SXM-80GB,1,4,half,0,10
H100-SXM-80GB,1,2,half,0,7
H100-SXM-80GB,1,8,half,1,15
H100-SXM-80GB,1,4,half,1,10
H100-SXM-80GB,1,2,half,1,7
H100-SXM-80GB,1,8,half,2,15
H100-SXM-80GB,1,4,half,2,10
H100-SXM-80GB,1,2,half,2,7
H100-SXM-80GB,1,8,half,4,15
H100-SXM-80GB,1,4,half,4,10
H100-SXM-80GB,1,2,half,4,7
H100-SXM-80GB,1,8,half,8,15
H100-SXM-80GB,1,4,half,8,10
H100-SXM-80GB,1,2,half,8,8
H100-SXM-80GB,1,8,half,16,15
H100-SXM-80GB,1,4,half,16,10
H100-SXM-80GB,1,2,half,16,9
H100-SXM-80GB,1,8,half,32,15
H100-SXM-80GB,1,4,half,32,10
H100-SXM-80GB,1,2,half,32,10
H100-SXM-80GB,1,8,half,64,15
H100-SXM-80GB,1,4,half,64,11
H100-SXM-80GB,1,2,half,64,11
H100-SXM-80GB,1,8,half,128,15
H100-SXM-80GB,1,4,half,128,11
H100-SXM-80GB,1,2,half,128,13
H100-SXM-80GB,1,8,half,256,15
H100-SXM-80GB,1,4,half,256,13
H100-SXM-80GB,1,2,half,256,13
H100-SXM-80GB,1,8,half,512,15
H100-SXM-80GB,1,4,half,512,14
H100-SXM-80GB,1,2,half,512,13
H100-SXM-80GB,1,8,half,1024,18
H100-SXM-80GB,1,4,half,1024,15
H100-SXM-80GB,1,2,half,1024,14
H100-SXM-80GB,1,8,half,2048,22
H100-SXM-80GB,1,4,half,2048,18
H100-SXM-80GB,1,2,half,2048,15
H100-SXM-80GB,1,8,half,4096,26
H100-SXM-80GB,1,4,half,4096,24
H100-SXM-80GB,1,2,half,4096,21
H100-SXM-80GB,1,8,half,8192,41
H100-SXM-80GB,1,4,half,8192,37
H100-SXM-80GB,1,2,half,8192,31
H100-SXM-80GB,1,8,half,16384,69
H100-SXM-80GB,1,4,half,16384,62
H100-SXM-80GB,1,2,half,16384,49
H100-SXM-80GB,1,8,half,32768,121
H100-SXM-80GB,1,4,half,32768,105
H100-SXM-80GB,1,2,half,32768,81
H100-SXM-80GB,1,8,half,65536,216
H100-SXM-80GB,1,4,half,65536,184
H100-SXM-80GB,1,2,half,65536,140
H100-SXM-80GB,1,8,half,131072,401
H100-SXM-80GB,1,4,half,131072,339
H100-SXM-80GB,1,2,half,131072,251
H100-SXM-80GB,1,8,float,1,15
H100-SXM-80GB,1,4,float,1,9
H100-SXM-80GB,1,2,float,1,7
H100-SXM-80GB,1,8,float,2,15
H100-SXM-80GB,1,4,float,2,10
H100-SXM-80GB,1,2,float,2,7
H100-SXM-80GB,1,8,float,4,15
H100-SXM-80GB,1,4,float,4,19
H100-SXM-80GB,1,2,float,4,1872
H100-SXM-80GB,1,8,float,8,46
H100-SXM-80GB,1,4,float,8,19
H100-SXM-80GB,1,2,float,8,32
H100-SXM-80GB,1,8,float,16,1348
H100-SXM-80GB,1,4,float,16,165
H100-SXM-80GB,1,2,float,16,30
H100-SXM-80GB,1,8,float,32,15
H100-SXM-80GB,1,4,float,32,189
H100-SXM-80GB,1,2,float,32,44
H100-SXM-80GB,1,8,float,64,1591
H100-SXM-80GB,1,4,float,64,256
H100-SXM-80GB,1,2,float,64,47
H100-SXM-80GB,1,8,float,128,1593
H100-SXM-80GB,1,4,float,128,234
H100-SXM-80GB,1,2,float,128,52
H100-SXM-80GB,1,8,float,256,1289
H100-SXM-80GB,1,4,float,256,175
H100-SXM-80GB,1,2,float,256,50
H100-SXM-80GB,1,8,float,512,15
H100-SXM-80GB,1,4,float,512,14
H100-SXM-80GB,1,2,float,512,13
H100-SXM-80GB,1,8,float,1024,18
H100-SXM-80GB,1,4,float,1024,15
H100-SXM-80GB,1,2,float,1024,14
H100-SXM-80GB,1,8,float,2048,22
H100-SXM-80GB,1,4,float,2048,17
H100-SXM-80GB,1,2,float,2048,15
H100-SXM-80GB,1,8,float,4096,26
H100-SXM-80GB,1,4,float,4096,24
H100-SXM-80GB,1,2,float,4096,21
H100-SXM-80GB,1,8,float,8192,41
H100-SXM-80GB,1,4,float,8192,37
H100-SXM-80GB,1,2,float,8192,32
H100-SXM-80GB,1,8,float,16384,71
H100-SXM-80GB,1,4,float,16384,62
H100-SXM-80GB,1,2,float,16384,52
H100-SXM-80GB,1,8,float,32768,119
H100-SXM-80GB,1,4,float,32768,104
H100-SXM-80GB,1,2,float,32768,82
H100-SXM-80GB,1,8,float,65536,217
H100-SXM-80GB,1,4,float,65536,192
H100-SXM-80GB,1,2,float,65536,140
H100-SXM-80GB,1,8,float,131072,400
H100-SXM-80GB,1,4,float,131072,345
H100-SXM-80GB,1,2,float,131072,250
H100-SXM-80GB,1,8,float,262144,797
H100-SXM-80GB,1,4,float,262144,669
H100-SXM-80GB,1,2,float,262144,467
