gpu,num_nodes,num_gpus_per_node,dtype,size(kb),time(us)
H100-SXM-80GB,1,8,half,0,12.0
H100-SXM-80GB,1,4,half,0,9.0
H100-SXM-80GB,1,2,half,0,7.0
H100-SXM-80GB,1,8,half,1,12.0
H100-SXM-80GB,1,4,half,1,9.0
H100-SXM-80GB,1,2,half,1,7.0
H100-SXM-80GB,1,8,half,2,12.0
H100-SXM-80GB,1,4,half,2,9.0
H100-SXM-80GB,1,2,half,2,7.0
H100-SXM-80GB,1,8,half,4,12.0
H100-SXM-80GB,1,4,half,4,9.0
H100-SXM-80GB,1,2,half,4,7.0
H100-SXM-80GB,1,8,half,8,13.0
H100-SXM-80GB,1,4,half,8,9.0
H100-SXM-80GB,1,2,half,8,7.0
H100-SXM-80GB,1,8,half,16,13.0
H100-SXM-80GB,1,4,half,16,9.0
H100-SXM-80GB,1,2,half,16,7.0
H100-SXM-80GB,1,8,half,32,13.0
H100-SXM-80GB,1,4,half,32,10.0
H100-SXM-80GB,1,2,half,32,8.0
H100-SXM-80GB,1,8,half,64,13.0
H100-SXM-80GB,1,4,half,64,10.0
H100-SXM-80GB,1,2,half,64,8.0
H100-SXM-80GB,1,8,half,128,14.0
H100-SXM-80GB,1,4,half,128,10.0
H100-SXM-80GB,1,2,half,128,8.0
H100-SXM-80GB,1,8,half,256,14.0
H100-SXM-80GB,1,4,half,256,10.0
H100-SXM-80GB,1,2,half,256,9.0
H100-SXM-80GB,1,8,half,512,14.0
H100-SXM-80GB,1,4,half,512,12.0
H100-SXM-80GB,1,2,half,512,10.0
H100-SXM-80GB,1,8,half,1024,27.0
H100-SXM-80GB,1,4,half,1024,16.0
H100-SXM-80GB,1,2,half,1024,12.0
H100-SXM-80GB,1,8,half,2048,27.0
H100-SXM-80GB,1,4,half,2048,28.0
H100-SXM-80GB,1,2,half,2048,28.0
H100-SXM-80GB,1,8,half,4096,36.0
H100-SXM-80GB,1,4,half,4096,35.0
H100-SXM-80GB,1,2,half,4096,25.0
H100-SXM-80GB,1,8,half,8192,48.0
H100-SXM-80GB,1,4,half,8192,40.0
H100-SXM-80GB,1,2,half,8192,33.0
H100-SXM-80GB,1,8,half,16384,72.0
H100-SXM-80GB,1,4,half,16384,60.0
H100-SXM-80GB,1,2,half,16384,53.0
H100-SXM-80GB,1,8,half,32768,112.0
H100-SXM-80GB,1,4,half,32768,104.0
H100-SXM-80GB,1,2,half,32768,97.0
H100-SXM-80GB,1,8,half,65536,200.0
H100-SXM-80GB,1,4,half,65536,192.0
H100-SXM-80GB,1,2,half,65536,171.0
H100-SXM-80GB,1,8,half,131072,381.0
H100-SXM-80GB,1,4,half,131072,355.0
H100-SXM-80GB,1,2,half,131072,313.0
H100-SXM-80GB,1,8,float,1,12.0
H100-SXM-80GB,1,4,float,1,8.0
H100-SXM-80GB,1,2,float,1,7.0
H100-SXM-80GB,1,8,float,2,12.0
H100-SXM-80GB,1,4,float,2,9.0
H100-SXM-80GB,1,2,float,2,7.0
H100-SXM-80GB,1,8,float,4,12.0
H100-SXM-80GB,1,4,float,4,8.0
H100-SXM-80GB,1,2,float,4,7.0
H100-SXM-80GB,1,8,float,8,12.0
H100-SXM-80GB,1,4,float,8,9.0
H100-SXM-80GB,1,2,float,8,7.0
H100-SXM-80GB,1,8,float,16,13.0
H100-SXM-80GB,1,4,float,16,9.0
H100-SXM-80GB,1,2,float,16,7.0
H100-SXM-80GB,1,8,float,32,13.0
H100-SXM-80GB,1,4,float,32,9.0
H100-SXM-80GB,1,2,float,32,7.0
H100-SXM-80GB,1,8,float,64,13.0
H100-SXM-80GB,1,4,float,64,10.0
H100-SXM-80GB,1,2,float,64,8.0
H100-SXM-80GB,1,8,float,128,14.0
H100-SXM-80GB,1,4,float,128,10.0
H100-SXM-80GB,1,2,float,128,8.0
H100-SXM-80GB,1,8,float,256,14.0
H100-SXM-80GB,1,4,float,256,10.0
H100-SXM-80GB,1,2,float,256,9.0
H100-SXM-80GB,1,8,float,512,14.0
H100-SXM-80GB,1,4,float,512,12.0
H100-SXM-80GB,1,2,float,512,10.0
H100-SXM-80GB,1,8,float,1024,17.0
H100-SXM-80GB,1,4,float,1024,13.0
H100-SXM-80GB,1,2,float,1024,12.0
H100-SXM-80GB,1,8,float,2048,27.0
H100-SXM-80GB,1,4,float,2048,34.0
H100-SXM-80GB,1,2,float,2048,21.0
H100-SXM-80GB,1,8,float,4096,36.0
H100-SXM-80GB,1,4,float,4096,35.0
H100-SXM-80GB,1,2,float,4096,25.0
H100-SXM-80GB,1,8,float,8192,46.0
H100-SXM-80GB,1,4,float,8192,40.0
H100-SXM-80GB,1,2,float,8192,33.0
H100-SXM-80GB,1,8,float,16384,71.0
H100-SXM-80GB,1,4,float,16384,60.0
H100-SXM-80GB,1,2,float,16384,53.0
H100-SXM-80GB,1,8,float,32768,112.0
H100-SXM-80GB,1,4,float,32768,103.0
H100-SXM-80GB,1,2,float,32768,93.0
H100-SXM-80GB,1,8,float,65536,197.0
H100-SXM-80GB,1,4,float,65536,188.0
H100-SXM-80GB,1,2,float,65536,163.0
H100-SXM-80GB,1,8,float,131072,374.0
H100-SXM-80GB,1,4,float,131072,346.0
H100-SXM-80GB,1,2,float,131072,297.0
H100-SXM-80GB,1,8,float,262144,707.0
H100-SXM-80GB,1,4,float,262144,659.0
H100-SXM-80GB,1,2,float,262144,563.0
